HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_days,Male_maturity_days,Gestation_or_Incubation_days,Weaning_days,Clutch_size,Clutches_per_year,Interbirth_interval,Birth_weight_g,Weaning_weight_g,Adult_weight_g,Growth_rate,Maximum_longevity_yrs,Source,Specimen_origin,Sample_size,Data_quality,IMR_per_year,MRDT_yrs,Metabolic_rate_W,Body_mass_g,Temperature
1361,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,alba,Barn owl,365,365,33,NotKnow,6,2,NULL,15,NULL,580,0.17,34,445,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1362,Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,camelus,Ostrich,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,111000,NULL,50,1,captivity,large,acceptable,NULL,NULL,69.6339,100000,unknown
1363,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,anhinga,Anhinga,730,730,28,NotKnow,4,NULL,NULL,NULL,NULL,1080,NULL,16.4,1,captivity,tiny,acceptable,NULL,NULL,3.2258,1040,unknown
1364,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,melanogaster,Darter,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,1486.6,NULL,16,1,captivity,small,acceptable,NULL,NULL,NULL,NULL,unknown
1365,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,andrewsi,Christmas Island frigatebird,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,1550,NULL,25.6,972,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1366,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,ariel,Lesser frigatebird,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,806,0.04,27.6,427,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1367,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,magnificens,Magnificent frigatebird,1826,1826,56,NotKnow,1,1,NULL,NULL,NULL,1078,0.042,34,unknown,unknown,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1368,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,minor,Great frigatebird,1826,1826,56,NotKnow,1,1,NULL,NULL,NULL,1400,0.05,43,427,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1369,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,aristotelis,European shag,1095,1095,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,1773,0.171,30.6,450,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1370,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,auritus,Double-crested cormorant,730,730,24,NotKnow,4,1,NULL,31.15,NULL,1817,0.171,22.5,427,wild,large,acceptable,NULL,NULL,5.6096,1330,unknown
1371,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,brasilianus,Neotropic cormorant,365,365,26,NotKnow,3.5,NULL,NULL,NULL,NULL,1550,NULL,12.6,576,wild,small,acceptable,NULL,NULL,NULL,NULL,unknown
1372,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,Great cormorant,1460,1460,30,NotKnow,4,1,NULL,48.5,NULL,3628.8,0.115,27.2,450,wild,small,acceptable,NULL,NULL,NULL,NULL,unknown
1373,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,pelagicus,Pelagic cormorant,730,730,22,NotKnow,4,NULL,NULL,35,NULL,2041.2,NULL,17.8,576,wild,small,acceptable,NULL,NULL,NULL,NULL,unknown
1374,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,penicillatus,Brandt's cormorant,730,730,30,NotKnow,3,1,NULL,33,NULL,2426,NULL,18,576,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1375,Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,bassanus,Northern gannet,730,1095,43,NotKnow,1,1,NULL,80,NULL,2950,0.102,37.4,450,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1376,Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,serrator,Australasian gannet,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,2350,NULL,33,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1377,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,dactylatra,Masked booby,1461,1461,43,NotKnow,1.5,NULL,NULL,52.2,NULL,1739.2,0.081,25.5,427,wild,large,acceptable,NULL,NULL,5.5209,1289,unknown
1378,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,granti,Nazca booby,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,1754,NULL,21,320,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1379,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,leucogaster,Brown booby,1278,1278,41,NotKnow,2,1,NULL,NULL,NULL,1134,0.113,27.2,427,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1380,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,nebouxii,Blue-footed booby,NotKnow,NotKnow,41,NotKnow,2,NULL,NULL,NULL,NULL,1530,NULL,18,444,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1381,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,sula,Red-footed booby,730,730,44,NotKnow,1,1,NULL,40,NULL,1017,0.064,23,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1382,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,solitarius,Solitary tinamou,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,1390.5,NULL,15,1,captivity,tiny,acceptable,NULL,NULL,NULL,NULL,unknown
1384,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Caspiomyzon,wagneri,Volga lamprey,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,113.3,NULL,4,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1385,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Entosphenus,tridentatus,Pacific lamprey,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,275,NULL,9,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1386,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Eudontomyzon,danfordi,Carpathian lamprey,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1387,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Eudontomyzon,mariae,Ukrainian brook lamprey,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1388,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,castaneus,Chestnut lamprey,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1389,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,greeleyi,Mountain brook lamprey,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,440,unknown,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1390,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,unicuspis,Silver lamprey,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1391,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,aepyptera,Least brook lamprey,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1392,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,fluviatilis,European river lamprey,2250,2250,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,82.5,NULL,10,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1393,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,planeri,European brook lamprey,1916,1916,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1394,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,appendix,American brook lamprey,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1395,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,camtschaticum,Arctic lamprey,1642,1642,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1396,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,kessleri,Siberian brook lamprey,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1397,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,reissneri,Far eastern brook lamprey,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1398,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,zanandreai,Po brook lamprey,1916,1916,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1399,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Petromyzon,marinus,Sea lamprey,3193,3193,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,1375,NULL,9,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1401,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,acronotus,Blacknose shark,1369,1003,NotKnow,NotKnow,3.9,NULL,730,NULL,NULL,10395,NULL,19,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1402,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,amblyrhynchos,Grey reef shark,2190,NotKnow,NotKnow,NotKnow,4.1,NULL,730,NULL,NULL,18535,NULL,25,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1403,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,brachyurus,Copper shark,7610,5840,NotKnow,NotKnow,16.6,NULL,730,NULL,NULL,167530,NULL,34.5,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1404,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,brevipinna,Spinner shark,3285,NotKnow,NotKnow,NotKnow,8.5,NULL,730,NULL,NULL,49335,NULL,19,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1405,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,cautus,Nervous shark,2190,NotKnow,NotKnow,NotKnow,4.2,NULL,730,NULL,NULL,NULL,NULL,16.4,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1406,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,falciformis,Silky shark,2920,2646,NotKnow,NotKnow,6.5,NULL,730,NULL,NULL,190300,NULL,23,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1407,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,galapagensis,Galapagos shark,2829,2555,NotKnow,NotKnow,8.7,NULL,730,NULL,NULL,47025,NULL,24,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1408,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,isodon,Finetooth shark,1570,1423,NotKnow,NotKnow,4,NULL,730,NULL,NULL,NULL,NULL,8,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1409,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,leucas,Bull shark,6570,6296,NotKnow,NotKnow,9.8,NULL,730,NULL,NULL,174075,NULL,32,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1410,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,Blacktip shark,2555,NotKnow,NotKnow,NotKnow,4.6,NULL,730,NULL,NULL,67540,NULL,12,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1411,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,longimanus,Oceanic whitetip shark,1825,NotKnow,NotKnow,NotKnow,6.1,NULL,730,NULL,NULL,92070,NULL,22,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1412,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,obscurus,Dusky shark,7482,7391,NotKnow,NotKnow,10,NULL,1095,NULL,NULL,190575,NULL,35,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1413,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,plumbeus,Sandbar shark,5110,5231,NotKnow,NotKnow,7.9,NULL,730,NULL,NULL,65000,NULL,32,unknown,unknown,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1414,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,porosus,Smalltail shark,2190,2190,NotKnow,NotKnow,4.5,NULL,365,NULL,NULL,NULL,NULL,24,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1415,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,signatus,Night shark,3650,NotKnow,NotKnow,NotKnow,11.1,NULL,730,NULL,NULL,42185,NULL,31.7,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1416,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,sorrah,Spot-tail shark,912,NotKnow,NotKnow,NotKnow,3.1,NULL,365,NULL,NULL,15400,NULL,8,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1417,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,tilstoni,Australian blacktip shark,1277,1277,NotKnow,NotKnow,3,NULL,365,NULL,NULL,28600,NULL,12,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1418,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Galeocerdo,cuvier,Tiger shark,2555,1825,NotKnow,NotKnow,31.5,NULL,730,NULL,NULL,444070,NULL,50,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1419,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Negaprion,brevirostris,Lemon shark,4636,NotKnow,NotKnow,NotKnow,7.4,NULL,730,NULL,NULL,101035,NULL,20,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1420,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Prionace,glauca,Blue shark,2190,NotKnow,NotKnow,NotKnow,30,NULL,365,NULL,NULL,113245,NULL,20,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1421,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,acutus,Milk shark,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,2750,NULL,8,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1422,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,taylori,Australian sharpnose shark,365,NotKnow,NotKnow,NotKnow,4.5,NULL,365,NULL,NULL,NULL,NULL,7,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1423,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae,Atlantic sharpnose shark,948,803,NotKnow,NotKnow,4.4,NULL,365,NULL,NULL,3987.5,NULL,10.2,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1424,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Scoliodon,laticaudus,Spadenose shark,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1425,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Triaenodon,obesus,Whitetip reef shark,2920,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,10065,NULL,25,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1426,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,Small-spotted catshark,2791,1642,NotKnow,NotKnow,45.5,NULL,365,NULL,NULL,726,NULL,12,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1427,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,stellaris,Nursehound,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1428,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna,lewini,Scalloped hammerhead,1460,1387,NotKnow,NotKnow,20.1,NULL,365,NULL,NULL,83820,NULL,35,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1429,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna,tiburo,Bonnethead shark,1058,857,NotKnow,NotKnow,10,NULL,365,NULL,NULL,5940,NULL,6.5,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1430,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Furgaleus,macki,Whiskery skark,2372,1642,NotKnow,NotKnow,19,NULL,730,NULL,NULL,7095,NULL,11.5,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1431,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Galeorhinus,galeus,Tope shark,4615,NotKnow,NotKnow,NotKnow,24.9,NULL,1095,NULL,NULL,24585,NULL,55,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1432,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Hemitriakis,japanica,Japanese topeshark,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1433,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,antarcticus,Gummy shark,2336,1715,NotKnow,NotKnow,16,NULL,365,NULL,NULL,16940,NULL,16,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1434,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,californicus,Gray smoothhound,766,584,NotKnow,NotKnow,9.5,NULL,365,NULL,NULL,NULL,NULL,9,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1435,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,canis,Dusky smooth-hound,1606,748,NotKnow,NotKnow,9.5,NULL,365,NULL,NULL,6710,NULL,16,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1436,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,griseus,Spotless smooth-hound,2062,2190,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,454,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1437,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,henlei,Brown smoothhound,2062,1131,NotKnow,NotKnow,4.5,NULL,365,NULL,NULL,NULL,NULL,13,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1438,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,lenticulatus,Spotted estuary smooth-hound,1460,1435,NotKnow,NotKnow,10.7,NULL,365,NULL,NULL,NULL,NULL,19.5,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1439,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,manazo,Starspotted smooth-hound,1085,772,NotKnow,NotKnow,7.5,NULL,365,NULL,NULL,3146,NULL,10,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1440,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Mustelus,mustelus,Smooth-hound,4927,2737,NotKnow,NotKnow,11.5,NULL,365,NULL,NULL,NULL,NULL,24,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1441,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Triakis,semifasciata,Leopard shark,4745,2555,NotKnow,NotKnow,15,NULL,365,NULL,NULL,10110,NULL,30,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1442,Animalia,Chordata,Chondrichthyes,Chimaeriformes,Callorhinchidae,Callorhinchus,capensis,Cape elephantfish,1533,1204,NotKnow,NotKnow,22,NULL,365,NULL,NULL,2887.5,NULL,12,822,unknown,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1443,Animalia,Chordata,Chondrichthyes,Chimaeriformes,Callorhinchidae,Callorhinchus,milii,Elephant fish,1642,1095,NotKnow,NotKnow,13,NULL,365,NULL,NULL,NULL,NULL,6,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1444,Animalia,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera,monstrosa,Rabbitfish,4181,NotKnow,NotKnow,NotKnow,22,NULL,365,NULL,NULL,1375,NULL,29.4,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1445,Animalia,Chordata,Chondrichthyes,Heterodontiformes,Heterodontidae,Heterodontus,francisci,Horn shark,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1446,Animalia,Chordata,Chondrichthyes,Heterodontiformes,Heterodontidae,Heterodontus,galeatus,Crested bullhead shark,NotKnow,NotKnow,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1447,Animalia,Chordata,Chondrichthyes,Hexanchiformes,Notorynchidae,Notorynchus,cepedianus,Bluntnose sevengill shark,NotKnow,5840,NotKnow,NotKnow,88.5,NULL,730,NULL,NULL,58850,NULL,49,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1448,Animalia,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,pelagicus,Pelagic thresher shark,3139,2737,NotKnow,NotKnow,2,NULL,365,NULL,NULL,NULL,NULL,29,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1449,Animalia,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,superciliosus,Bigeye thresher,4690,3650,NotKnow,NotKnow,2,NULL,365,NULL,NULL,200090,NULL,21,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1450,Animalia,Chordata,Chondrichthyes,Lamniformes,Cetorhinidae,Cetorhinus,maximus,Basking shark,4197,2920,NotKnow,NotKnow,NULL,NULL,NULL,NULL,NULL,2200000,NULL,32,1,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
1451,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Carcharodon,carcharias,Great white shark,NotKnow,3285,NotKnow,NotKnow,6,NULL,730,NULL,NULL,1870000,NULL,50,822,wild,medium,acceptable,NULL,NULL,NULL,NULL,unknown
